id_campaign,customer_id,campaign_status,campaign_channel,activity_subject,start_date,end_date,last_modified_date
CAMPAIGN_02081,CUST_01626,Done,email,Spring Collection Launch,2023-12-02,2023-12-03,2023-12-06
CAMPAIGN_02082,CUST_02665,Done,email,New Arrivals,2023-11-29,2023-12-06,2023-12-10
CAMPAIGN_02083,CUST_02734,Done,call,Anniversary Campaign,2024-04-20,2024-04-29,2024-04-30
CAMPAIGN_02084,CUST_01661,Failed,sms,Spring Collection Launch,2024-04-01,2024-04-07,2024-04-07
CAMPAIGN_02085,CUST_03118,Done,call,Holiday Sale,2024-04-26,2024-05-05,2024-05-08
CAMPAIGN_02086,CUST_01745,Done,letter,Holiday Sale,2023-08-31,2023-09-02,2023-09-07
CAMPAIGN_02087,CUST_01870,Done,sms,Personalized Offer,2024-12-12,2024-12-14,2024-12-18
CAMPAIGN_02088,CUST_01221,Done,call,Spring Collection Launch,2023-11-05,2023-11-09,2023-11-14
CAMPAIGN_02089,CUST_02846,Done,sms,Personalized Offer,2023-11-06,2023-11-08,2023-11-13
CAMPAIGN_02090,CUST_01810,Failed,sms,Spring Collection Launch,2024-06-14,2024-06-23,2024-06-27
CAMPAIGN_02091,CUST_03290,Done,letter,Personalized Offer,2024-06-10,2024-06-20,2024-06-23
CAMPAIGN_02092,CUST_00115,Done,call,New Arrivals,2023-11-08,2023-11-11,2023-11-16
CAMPAIGN_02093,CUST_00701,Done,email,Anniversary Campaign,2023-09-06,2023-09-07,2023-09-12
CAMPAIGN_02094,CUST_00904,Done,email,Anniversary Campaign,2024-04-26,2024-05-04,2024-05-09
CAMPAIGN_02095,CUST_00446,Done,call,Holiday Sale,2024-07-03,2024-07-04,2024-07-09
CAMPAIGN_02096,CUST_02381,Failed,email,Personalized Offer,2023-03-05,2023-03-06,2023-03-11
CAMPAIGN_02097,CUST_02612,Failed,sms,Spring Collection Launch,2023-11-11,2023-11-21,2023-11-21
CAMPAIGN_02098,CUST_01758,Done,letter,Anniversary Campaign,2023-01-13,2023-01-23,2023-01-26
CAMPAIGN_02099,CUST_01030,Done,sms,VIP Re-engagement,2023-02-22,2023-02-25,2023-03-02
CAMPAIGN_02100,CUST_02052,Done,email,VIP Re-engagement,2024-03-02,2024-03-04,2024-03-04
CAMPAIGN_02101,CUST_02050,Done,letter,Personalized Offer,2024-07-22,2024-07-30,2024-08-01
CAMPAIGN_02102,CUST_01545,Done,email,Anniversary Campaign,2024-04-06,2024-04-15,2024-04-17
CAMPAIGN_02103,CUST_02893,Done,letter,Spring Collection Launch,2024-08-13,2024-08-19,2024-08-23
CAMPAIGN_02104,CUST_02600,Failed,call,Loyalty Program Update,2023-01-25,2023-01-29,2023-01-29
CAMPAIGN_02105,CUST_03243,Done,call,Loyalty Program Update,2024-06-29,2024-07-04,2024-07-05
CAMPAIGN_02106,CUST_02208,Done,letter,Exclusive Preview,2024-11-05,2024-11-06,2024-11-07
CAMPAIGN_02107,CUST_00193,Done,letter,Spring Collection Launch,2024-12-22,2024-12-25,2024-12-26
CAMPAIGN_02108,CUST_00052,Failed,sms,Personalized Offer,2024-03-31,2024-04-08,2024-04-13
CAMPAIGN_02109,CUST_01214,Done,call,Holiday Sale,2024-02-02,2024-02-09,2024-02-09
CAMPAIGN_02110,CUST_00197,Failed,call,Anniversary Campaign,2023-06-23,2023-06-25,2023-06-30
CAMPAIGN_02111,CUST_00376,Done,email,Holiday Sale,2023-02-24,2023-03-06,2023-03-10
CAMPAIGN_02112,CUST_01688,Done,email,Exclusive Preview,2024-10-16,2024-10-26,2024-10-29
CAMPAIGN_02113,CUST_02335,Done,email,Spring Collection Launch,2024-04-18,2024-04-22,2024-04-25
CAMPAIGN_02114,CUST_01264,Done,sms,New Arrivals,2023-01-26,2023-01-30,2023-01-30
CAMPAIGN_02115,CUST_00818,Done,letter,Personalized Offer,2023-08-09,2023-08-16,2023-08-20
CAMPAIGN_02116,CUST_02290,Done,letter,Spring Collection Launch,2023-06-14,2023-06-15,2023-06-18
CAMPAIGN_02117,CUST_01674,Done,email,Holiday Sale,2023-03-12,2023-03-20,2023-03-20
CAMPAIGN_02118,CUST_02205,Done,letter,Exclusive Preview,2023-03-01,2023-03-11,2023-03-16
CAMPAIGN_02119,CUST_00740,Done,email,Exclusive Preview,2023-11-20,2023-11-27,2023-12-02
CAMPAIGN_02120,CUST_02870,Done,email,Personalized Offer,2023-01-03,2023-01-08,2023-01-09
CAMPAIGN_02121,CUST_01748,Done,sms,Exclusive Preview,2024-12-09,2024-12-11,2024-12-13
CAMPAIGN_02122,CUST_03274,Done,sms,Personalized Offer,2024-10-20,2024-10-21,2024-10-25
CAMPAIGN_02123,CUST_02431,Done,sms,New Arrivals,2024-11-13,2024-11-23,2024-11-25
CAMPAIGN_02124,CUST_00522,Done,letter,Anniversary Campaign,2024-08-19,2024-08-25,2024-08-30
CAMPAIGN_02125,CUST_00104,Done,letter,Loyalty Program Update,2024-09-25,2024-10-02,2024-10-02
CAMPAIGN_02126,CUST_01514,Done,call,Personalized Offer,2023-11-14,2023-11-18,2023-11-19
CAMPAIGN_02127,CUST_00805,Done,call,VIP Re-engagement,2023-04-29,2023-05-02,2023-05-05
CAMPAIGN_02128,CUST_03409,Done,call,Exclusive Preview,2023-04-02,2023-04-07,2023-04-12
CAMPAIGN_02129,CUST_00282,Failed,letter,Exclusive Preview,2024-10-22,2024-10-23,2024-10-28
CAMPAIGN_02130,CUST_02644,Done,sms,Holiday Sale,2024-02-28,2024-03-07,2024-03-11
CAMPAIGN_02131,CUST_01516,Done,email,Loyalty Program Update,2023-04-10,2023-04-12,2023-04-12
CAMPAIGN_02132,CUST_01539,Done,email,New Arrivals,2024-07-20,2024-07-25,2024-07-26
CAMPAIGN_02133,CUST_01878,Done,letter,New Arrivals,2024-12-05,2024-12-15,2024-12-19
CAMPAIGN_02134,CUST_01844,Failed,call,VIP Re-engagement,2023-08-22,2023-08-24,2023-08-27
CAMPAIGN_02135,CUST_01460,Done,call,Personalized Offer,2024-03-02,2024-03-12,2024-03-12
CAMPAIGN_02136,CUST_01097,Done,email,Spring Collection Launch,2023-07-30,2023-08-05,2023-08-08
CAMPAIGN_02137,CUST_01514,Done,letter,Holiday Sale,2023-04-18,2023-04-25,2023-04-27
CAMPAIGN_02138,CUST_01686,Failed,email,Personalized Offer,2023-09-05,2023-09-14,2023-09-14
CAMPAIGN_02139,CUST_01033,Done,letter,Holiday Sale,2024-03-13,2024-03-18,2024-03-21
CAMPAIGN_02140,CUST_00166,Done,email,Spring Collection Launch,2024-01-08,2024-01-16,2024-01-19
CAMPAIGN_02141,CUST_01602,Done,email,Personalized Offer,2023-02-27,2023-02-28,2023-03-01
CAMPAIGN_02142,CUST_02292,Failed,call,New Arrivals,2023-04-16,2023-04-26,2023-05-01
CAMPAIGN_02143,CUST_02667,Failed,email,Anniversary Campaign,2023-10-02,2023-10-11,2023-10-15
CAMPAIGN_02144,CUST_03065,Done,sms,Loyalty Program Update,2024-12-27,2025-01-01,2025-01-01
CAMPAIGN_02145,CUST_01680,Done,call,Personalized Offer,2023-01-25,2023-02-04,2023-02-04
CAMPAIGN_02146,CUST_02739,Done,sms,Loyalty Program Update,2024-08-02,2024-08-11,2024-08-13
CAMPAIGN_02147,CUST_03488,Done,letter,Holiday Sale,2023-05-30,2023-05-31,2023-05-31
CAMPAIGN_02148,CUST_00130,Done,email,VIP Re-engagement,2023-09-01,2023-09-10,2023-09-15
CAMPAIGN_02149,CUST_01934,Done,sms,VIP Re-engagement,2024-08-21,2024-08-29,2024-09-01
CAMPAIGN_02150,CUST_02870,Done,email,Loyalty Program Update,2024-04-16,2024-04-26,2024-04-28
CAMPAIGN_02151,CUST_01986,Done,email,Personalized Offer,2023-12-18,2023-12-28,2024-01-01
CAMPAIGN_02152,CUST_00255,Done,call,Personalized Offer,2023-02-03,2023-02-09,2023-02-11
CAMPAIGN_02153,CUST_00815,Done,letter,VIP Re-engagement,2023-02-25,2023-03-02,2023-03-05
CAMPAIGN_02154,CUST_00290,Failed,letter,Anniversary Campaign,2023-08-31,2023-09-06,2023-09-08
CAMPAIGN_02155,CUST_02981,Done,sms,Anniversary Campaign,2023-06-25,2023-06-30,2023-07-02
CAMPAIGN_02156,CUST_01328,Done,call,Exclusive Preview,2024-11-24,2024-11-26,2024-11-29
CAMPAIGN_02157,CUST_02131,Done,email,Exclusive Preview,2024-10-07,2024-10-15,2024-10-15
CAMPAIGN_02158,CUST_01182,Done,sms,Anniversary Campaign,2023-06-10,2023-06-19,2023-06-20
CAMPAIGN_02159,CUST_00547,Failed,letter,VIP Re-engagement,2024-08-28,2024-09-03,2024-09-05
CAMPAIGN_02160,CUST_00962,Done,sms,VIP Re-engagement,2024-05-10,2024-05-13,2024-05-14
CAMPAIGN_02161,CUST_01504,Done,call,Holiday Sale,2023-11-30,2023-12-07,2023-12-08
CAMPAIGN_02162,CUST_01606,Done,call,Exclusive Preview,2024-11-08,2024-11-16,2024-11-18
CAMPAIGN_02163,CUST_02741,Failed,email,VIP Re-engagement,2023-04-02,2023-04-10,2023-04-15
CAMPAIGN_02164,CUST_00903,Done,call,Anniversary Campaign,2023-12-20,2023-12-30,2024-01-04
CAMPAIGN_02165,CUST_01242,Failed,sms,New Arrivals,2023-09-27,2023-10-03,2023-10-04
CAMPAIGN_02166,CUST_00307,Done,sms,Holiday Sale,2024-01-08,2024-01-12,2024-01-14
CAMPAIGN_02167,CUST_02077,Failed,email,Exclusive Preview,2024-09-22,2024-10-02,2024-10-04
CAMPAIGN_02168,CUST_01013,Done,sms,VIP Re-engagement,2023-12-22,2023-12-31,2024-01-04
CAMPAIGN_02169,CUST_02264,Done,letter,Exclusive Preview,2024-01-01,2024-01-04,2024-01-06
CAMPAIGN_02170,CUST_02000,Failed,letter,VIP Re-engagement,2023-05-28,2023-06-07,2023-06-12
CAMPAIGN_02171,CUST_03143,Done,sms,Personalized Offer,2024-09-03,2024-09-04,2024-09-04
CAMPAIGN_02172,CUST_00528,Done,sms,Personalized Offer,2024-10-02,2024-10-09,2024-10-13
CAMPAIGN_02173,CUST_02480,Done,letter,Holiday Sale,2023-12-07,2023-12-17,2023-12-17
CAMPAIGN_02174,CUST_02253,Done,email,Holiday Sale,2023-09-03,2023-09-09,2023-09-12
CAMPAIGN_02175,CUST_02338,Done,letter,Exclusive Preview,2024-12-21,2024-12-30,2024-12-30
CAMPAIGN_02176,CUST_00636,Failed,email,Spring Collection Launch,2023-09-13,2023-09-20,2023-09-22
CAMPAIGN_02177,CUST_03373,Failed,letter,VIP Re-engagement,2023-12-29,2024-01-02,2024-01-02
CAMPAIGN_02178,CUST_00945,Failed,email,New Arrivals,2023-01-14,2023-01-24,2023-01-26
CAMPAIGN_02179,CUST_01904,Failed,call,Loyalty Program Update,2023-09-10,2023-09-15,2023-09-16
CAMPAIGN_02180,CUST_02131,Done,letter,Loyalty Program Update,2023-06-22,2023-06-29,2023-07-02
CAMPAIGN_02181,CUST_00960,Done,letter,VIP Re-engagement,2024-12-09,2024-12-10,2024-12-12
CAMPAIGN_02182,CUST_01817,Failed,letter,Anniversary Campaign,2024-05-10,2024-05-17,2024-05-20
CAMPAIGN_02183,CUST_02812,Done,email,Anniversary Campaign,2024-08-25,2024-08-31,2024-09-02
CAMPAIGN_02184,CUST_01381,Failed,sms,Anniversary Campaign,2023-09-29,2023-10-01,2023-10-02
CAMPAIGN_02185,CUST_02801,Failed,email,Anniversary Campaign,2024-03-27,2024-04-03,2024-04-05
CAMPAIGN_02186,CUST_01316,Done,email,VIP Re-engagement,2024-12-24,2025-01-02,2025-01-04
CAMPAIGN_02187,CUST_02732,Done,call,Loyalty Program Update,2023-06-24,2023-06-29,2023-07-03
CAMPAIGN_02188,CUST_01778,Done,email,Spring Collection Launch,2023-09-23,2023-09-24,2023-09-28
CAMPAIGN_02189,CUST_02620,Done,sms,New Arrivals,2024-11-28,2024-12-06,2024-12-06
CAMPAIGN_02190,CUST_00958,Done,email,VIP Re-engagement,2023-01-10,2023-01-17,2023-01-21
CAMPAIGN_02191,CUST_03195,Failed,email,Holiday Sale,2023-01-20,2023-01-21,2023-01-25
CAMPAIGN_02192,CUST_01592,Done,letter,Holiday Sale,2023-05-18,2023-05-21,2023-05-23
CAMPAIGN_02193,CUST_01761,Failed,sms,New Arrivals,2023-02-09,2023-02-18,2023-02-19
CAMPAIGN_02194,CUST_01461,Done,email,VIP Re-engagement,2024-04-17,2024-04-27,2024-05-02
CAMPAIGN_02195,CUST_01565,Done,email,Anniversary Campaign,2023-04-03,2023-04-09,2023-04-10
CAMPAIGN_02196,CUST_01010,Done,call,Loyalty Program Update,2023-11-14,2023-11-17,2023-11-19
CAMPAIGN_02197,CUST_02050,Done,email,Spring Collection Launch,2023-09-27,2023-10-04,2023-10-07
CAMPAIGN_02198,CUST_00683,Done,call,New Arrivals,2023-02-23,2023-03-01,2023-03-01
CAMPAIGN_02199,CUST_02411,Failed,letter,Loyalty Program Update,2024-01-23,2024-01-26,2024-01-26
CAMPAIGN_02200,CUST_01560,Done,call,Holiday Sale,2024-03-11,2024-03-17,2024-03-22
CAMPAIGN_02201,CUST_00484,Done,sms,New Arrivals,2024-03-22,2024-03-30,2024-03-30
CAMPAIGN_02202,CUST_03092,Done,letter,New Arrivals,2024-03-22,2024-03-24,2024-03-26
CAMPAIGN_02203,CUST_03242,Done,sms,Loyalty Program Update,2024-09-20,2024-09-30,2024-09-30
CAMPAIGN_02204,CUST_01123,Done,email,Exclusive Preview,2023-08-11,2023-08-17,2023-08-20
CAMPAIGN_02205,CUST_00577,Done,letter,Spring Collection Launch,2024-02-28,2024-03-04,2024-03-08
CAMPAIGN_02206,CUST_00245,Failed,letter,Spring Collection Launch,2023-04-15,2023-04-22,2023-04-25
CAMPAIGN_02207,CUST_00360,Done,sms,VIP Re-engagement,2023-05-14,2023-05-16,2023-05-19
CAMPAIGN_02208,CUST_02378,Done,letter,Spring Collection Launch,2024-04-24,2024-04-29,2024-04-30
CAMPAIGN_02209,CUST_00413,Failed,sms,Anniversary Campaign,2024-12-28,2025-01-05,2025-01-07
CAMPAIGN_02210,CUST_01223,Done,letter,VIP Re-engagement,2024-04-14,2024-04-17,2024-04-18
CAMPAIGN_02211,CUST_01205,Done,email,Exclusive Preview,2023-05-25,2023-05-30,2023-05-30
CAMPAIGN_02212,CUST_01128,Done,email,Loyalty Program Update,2024-06-27,2024-06-29,2024-06-30
CAMPAIGN_02213,CUST_01607,Failed,sms,Spring Collection Launch,2023-10-24,2023-10-27,2023-10-28
CAMPAIGN_02214,CUST_03465,Done,email,Spring Collection Launch,2023-01-04,2023-01-13,2023-01-14
CAMPAIGN_02215,CUST_02636,Done,call,New Arrivals,2023-01-21,2023-01-30,2023-01-31
CAMPAIGN_02216,CUST_02506,Failed,letter,Loyalty Program Update,2023-10-05,2023-10-13,2023-10-15
CAMPAIGN_02217,CUST_02296,Done,sms,Holiday Sale,2023-03-15,2023-03-16,2023-03-21
CAMPAIGN_02218,CUST_00903,Done,call,Personalized Offer,2023-01-02,2023-01-04,2023-01-07
CAMPAIGN_02219,CUST_01668,Done,email,Anniversary Campaign,2024-03-15,2024-03-25,2024-03-30
CAMPAIGN_02220,CUST_03358,Done,sms,Loyalty Program Update,2024-09-11,2024-09-12,2024-09-15
CAMPAIGN_02221,CUST_02010,Done,call,VIP Re-engagement,2024-01-12,2024-01-14,2024-01-16
CAMPAIGN_02222,CUST_01635,Done,call,Loyalty Program Update,2024-02-06,2024-02-14,2024-02-15
CAMPAIGN_02223,CUST_03039,Failed,letter,Spring Collection Launch,2024-12-31,2025-01-04,2025-01-05
CAMPAIGN_02224,CUST_02412,Done,email,Spring Collection Launch,2023-06-08,2023-06-13,2023-06-14
CAMPAIGN_02225,CUST_01065,Failed,call,Loyalty Program Update,2023-07-21,2023-07-31,2023-08-04
CAMPAIGN_02226,CUST_00221,Done,sms,Anniversary Campaign,2024-07-04,2024-07-11,2024-07-11
CAMPAIGN_02227,CUST_03298,Done,call,Anniversary Campaign,2023-08-13,2023-08-16,2023-08-16
CAMPAIGN_02228,CUST_02793,Failed,call,Spring Collection Launch,2023-04-21,2023-04-27,2023-04-30
CAMPAIGN_02229,CUST_00609,Done,email,Loyalty Program Update,2024-04-23,2024-04-28,2024-04-29
CAMPAIGN_02230,CUST_01580,Done,call,New Arrivals,2023-09-20,2023-09-24,2023-09-25
CAMPAIGN_02231,CUST_00479,Done,letter,VIP Re-engagement,2023-09-01,2023-09-10,2023-09-10
CAMPAIGN_02232,CUST_00571,Done,sms,Loyalty Program Update,2024-09-24,2024-10-03,2024-10-07
CAMPAIGN_02233,CUST_03054,Failed,sms,New Arrivals,2023-09-21,2023-09-30,2023-10-04
CAMPAIGN_02234,CUST_02848,Done,sms,Holiday Sale,2023-12-08,2023-12-14,2023-12-19
CAMPAIGN_02235,CUST_00052,Failed,sms,Anniversary Campaign,2024-12-29,2025-01-01,2025-01-04
CAMPAIGN_02236,CUST_01737,Done,letter,VIP Re-engagement,2023-05-06,2023-05-14,2023-05-18
CAMPAIGN_02237,CUST_02649,Done,letter,Anniversary Campaign,2024-06-05,2024-06-06,2024-06-06
CAMPAIGN_02238,CUST_03320,Done,call,Loyalty Program Update,2023-08-16,2023-08-24,2023-08-28
CAMPAIGN_02239,CUST_01070,Done,letter,VIP Re-engagement,2024-01-17,2024-01-26,2024-01-31
CAMPAIGN_02240,CUST_03113,Done,call,Personalized Offer,2024-03-17,2024-03-24,2024-03-28
CAMPAIGN_02241,CUST_00813,Done,call,Spring Collection Launch,2024-03-09,2024-03-10,2024-03-13
CAMPAIGN_02242,CUST_03218,Done,letter,New Arrivals,2023-12-11,2023-12-20,2023-12-21
CAMPAIGN_02243,CUST_00133,Failed,letter,Exclusive Preview,2024-05-26,2024-05-28,2024-05-29
CAMPAIGN_02244,CUST_00851,Done,sms,Personalized Offer,2024-03-07,2024-03-15,2024-03-20
CAMPAIGN_02245,CUST_01262,Done,letter,Anniversary Campaign,2023-05-29,2023-06-06,2023-06-11
CAMPAIGN_02246,CUST_00924,Done,email,Loyalty Program Update,2023-01-18,2023-01-27,2023-01-28
CAMPAIGN_02247,CUST_00900,Failed,email,Exclusive Preview,2024-03-03,2024-03-13,2024-03-13
CAMPAIGN_02248,CUST_00874,Failed,sms,VIP Re-engagement,2024-07-21,2024-07-30,2024-07-31
CAMPAIGN_02249,CUST_02835,Failed,email,Personalized Offer,2023-08-08,2023-08-11,2023-08-14
CAMPAIGN_02250,CUST_00512,Done,email,Holiday Sale,2023-04-09,2023-04-17,2023-04-19
CAMPAIGN_02251,CUST_02814,Done,sms,VIP Re-engagement,2023-10-27,2023-11-03,2023-11-03
CAMPAIGN_02252,CUST_00926,Failed,sms,Loyalty Program Update,2023-10-19,2023-10-21,2023-10-25
CAMPAIGN_02253,CUST_01351,Failed,email,Exclusive Preview,2024-10-21,2024-10-29,2024-10-30
CAMPAIGN_02254,CUST_01728,Done,sms,Anniversary Campaign,2023-12-29,2024-01-02,2024-01-03
CAMPAIGN_02255,CUST_02444,Failed,letter,VIP Re-engagement,2024-02-29,2024-03-04,2024-03-06
CAMPAIGN_02256,CUST_01915,Failed,call,Spring Collection Launch,2023-02-19,2023-02-26,2023-02-27
CAMPAIGN_02257,CUST_00373,Done,letter,Personalized Offer,2023-03-05,2023-03-13,2023-03-15
CAMPAIGN_02258,CUST_01670,Done,call,Exclusive Preview,2023-06-07,2023-06-11,2023-06-16
CAMPAIGN_02259,CUST_00280,Failed,letter,Spring Collection Launch,2023-04-25,2023-05-05,2023-05-06
CAMPAIGN_02260,CUST_02475,Done,sms,Anniversary Campaign,2024-12-24,2024-12-28,2024-12-30
CAMPAIGN_02261,CUST_02299,Done,email,Holiday Sale,2023-04-22,2023-04-28,2023-04-29
CAMPAIGN_02262,CUST_01263,Failed,sms,Exclusive Preview,2023-10-22,2023-10-23,2023-10-25
CAMPAIGN_02263,CUST_00275,Done,call,Spring Collection Launch,2023-04-29,2023-05-08,2023-05-08
CAMPAIGN_02264,CUST_00447,Failed,sms,New Arrivals,2024-08-14,2024-08-17,2024-08-20
CAMPAIGN_02265,CUST_02659,Done,call,VIP Re-engagement,2024-01-29,2024-02-08,2024-02-08
CAMPAIGN_02266,CUST_03091,Failed,sms,Anniversary Campaign,2024-04-19,2024-04-25,2024-04-26
CAMPAIGN_02267,CUST_00748,Failed,sms,Loyalty Program Update,2024-03-27,2024-03-29,2024-04-01
CAMPAIGN_02268,CUST_02311,Failed,email,Exclusive Preview,2024-04-03,2024-04-09,2024-04-11
CAMPAIGN_02269,CUST_02872,Done,letter,Spring Collection Launch,2023-01-08,2023-01-11,2023-01-14
CAMPAIGN_02270,CUST_01957,Done,email,Holiday Sale,2024-01-13,2024-01-17,2024-01-22
CAMPAIGN_02271,CUST_00959,Failed,sms,Anniversary Campaign,2023-07-27,2023-08-06,2023-08-09
CAMPAIGN_02272,CUST_03195,Failed,sms,Anniversary Campaign,2023-02-13,2023-02-18,2023-02-22
CAMPAIGN_02273,CUST_02722,Done,call,Loyalty Program Update,2024-12-08,2024-12-13,2024-12-18
CAMPAIGN_02274,CUST_01904,Failed,call,Spring Collection Launch,2023-03-12,2023-03-20,2023-03-25
CAMPAIGN_02275,CUST_01966,Done,letter,VIP Re-engagement,2023-02-18,2023-02-26,2023-03-01
CAMPAIGN_02276,CUST_00355,Done,call,VIP Re-engagement,2024-08-26,2024-09-02,2024-09-06
CAMPAIGN_02277,CUST_02837,Done,letter,New Arrivals,2024-12-10,2024-12-17,2024-12-21
CAMPAIGN_02278,CUST_03170,Done,call,Exclusive Preview,2023-09-18,2023-09-25,2023-09-28
CAMPAIGN_02279,CUST_01217,Failed,letter,Spring Collection Launch,2024-11-29,2024-12-08,2024-12-10
CAMPAIGN_02280,CUST_02503,Failed,call,Personalized Offer,2023-08-03,2023-08-08,2023-08-08
CAMPAIGN_02281,CUST_01325,Done,email,Anniversary Campaign,2023-11-04,2023-11-11,2023-11-15
CAMPAIGN_02282,CUST_02152,Done,call,Personalized Offer,2024-11-13,2024-11-21,2024-11-24
CAMPAIGN_02283,CUST_01895,Failed,sms,Personalized Offer,2024-03-27,2024-03-28,2024-03-31
CAMPAIGN_02284,CUST_01920,Done,email,Spring Collection Launch,2024-06-14,2024-06-23,2024-06-25
CAMPAIGN_02285,CUST_02537,Done,call,Personalized Offer,2024-07-11,2024-07-13,2024-07-15
CAMPAIGN_02286,CUST_01923,Failed,call,VIP Re-engagement,2023-08-19,2023-08-27,2023-08-30
CAMPAIGN_02287,CUST_00051,Done,email,Exclusive Preview,2024-06-02,2024-06-06,2024-06-11
CAMPAIGN_02288,CUST_00738,Done,email,Exclusive Preview,2023-03-29,2023-04-03,2023-04-06
CAMPAIGN_02289,CUST_03247,Done,letter,Loyalty Program Update,2024-06-04,2024-06-10,2024-06-12
CAMPAIGN_02290,CUST_00362,Failed,call,Spring Collection Launch,2023-05-19,2023-05-22,2023-05-26
CAMPAIGN_02291,CUST_00197,Failed,call,Exclusive Preview,2023-12-29,2024-01-01,2024-01-05
CAMPAIGN_02292,CUST_00401,Done,sms,Exclusive Preview,2024-01-24,2024-01-25,2024-01-25
CAMPAIGN_02293,CUST_02209,Done,call,New Arrivals,2024-04-05,2024-04-07,2024-04-08
CAMPAIGN_02294,CUST_02827,Done,email,Loyalty Program Update,2023-02-18,2023-02-28,2023-02-28
CAMPAIGN_02295,CUST_01403,Done,email,Spring Collection Launch,2023-03-09,2023-03-14,2023-03-18
CAMPAIGN_02296,CUST_02791,Done,email,Exclusive Preview,2024-07-09,2024-07-10,2024-07-11
CAMPAIGN_02297,CUST_02676,Failed,email,Exclusive Preview,2024-09-01,2024-09-05,2024-09-08
CAMPAIGN_02298,CUST_02202,Done,call,Anniversary Campaign,2024-02-06,2024-02-09,2024-02-11
CAMPAIGN_02299,CUST_00322,Done,letter,Personalized Offer,2024-01-19,2024-01-23,2024-01-24
CAMPAIGN_02300,CUST_00306,Done,call,New Arrivals,2024-02-21,2024-02-25,2024-02-28
CAMPAIGN_02301,CUST_00025,Done,letter,Personalized Offer,2024-06-06,2024-06-07,2024-06-11
CAMPAIGN_02302,CUST_00805,Done,letter,Exclusive Preview,2024-12-07,2024-12-16,2024-12-18
CAMPAIGN_02303,CUST_00579,Failed,sms,Anniversary Campaign,2023-11-11,2023-11-21,2023-11-23
CAMPAIGN_02304,CUST_03002,Done,call,Loyalty Program Update,2023-12-01,2023-12-06,2023-12-10
CAMPAIGN_02305,CUST_01169,Done,call,VIP Re-engagement,2024-07-09,2024-07-14,2024-07-15
CAMPAIGN_02306,CUST_01556,Failed,call,Loyalty Program Update,2024-09-22,2024-10-02,2024-10-05
CAMPAIGN_02307,CUST_01685,Done,letter,Anniversary Campaign,2023-12-27,2023-12-29,2024-01-02
CAMPAIGN_02308,CUST_00987,Done,letter,Loyalty Program Update,2024-09-18,2024-09-28,2024-09-30
CAMPAIGN_02309,CUST_02605,Failed,letter,Loyalty Program Update,2023-06-05,2023-06-14,2023-06-14
CAMPAIGN_02310,CUST_01632,Failed,email,Spring Collection Launch,2024-07-07,2024-07-11,2024-07-13
CAMPAIGN_02311,CUST_01972,Done,sms,Holiday Sale,2023-11-27,2023-12-02,2023-12-05
CAMPAIGN_02312,CUST_00035,Done,sms,Anniversary Campaign,2023-11-14,2023-11-24,2023-11-27
CAMPAIGN_02313,CUST_02758,Failed,email,Anniversary Campaign,2024-06-11,2024-06-18,2024-06-23
CAMPAIGN_02314,CUST_02936,Done,letter,Personalized Offer,2023-12-17,2023-12-24,2023-12-27
CAMPAIGN_02315,CUST_01738,Failed,letter,Holiday Sale,2024-12-11,2024-12-13,2024-12-17
CAMPAIGN_02316,CUST_01666,Done,letter,Holiday Sale,2023-06-27,2023-07-07,2023-07-10
CAMPAIGN_02317,CUST_01498,Done,sms,New Arrivals,2024-07-20,2024-07-29,2024-08-02
CAMPAIGN_02318,CUST_00982,Failed,letter,New Arrivals,2024-03-11,2024-03-19,2024-03-20
CAMPAIGN_02319,CUST_02167,Done,call,Personalized Offer,2024-06-14,2024-06-17,2024-06-19
CAMPAIGN_02320,CUST_02672,Done,call,New Arrivals,2024-05-30,2024-06-01,2024-06-04
CAMPAIGN_02321,CUST_02382,Failed,call,Spring Collection Launch,2023-11-19,2023-11-23,2023-11-24
CAMPAIGN_02322,CUST_03110,Failed,call,VIP Re-engagement,2023-07-31,2023-08-08,2023-08-08
CAMPAIGN_02323,CUST_02628,Done,letter,Holiday Sale,2023-02-19,2023-02-28,2023-03-05
CAMPAIGN_02324,CUST_02787,Failed,email,New Arrivals,2023-05-24,2023-05-29,2023-06-03
CAMPAIGN_02325,CUST_00497,Done,call,Spring Collection Launch,2024-02-08,2024-02-13,2024-02-18
CAMPAIGN_02326,CUST_03428,Done,email,Holiday Sale,2024-08-13,2024-08-17,2024-08-22
CAMPAIGN_02327,CUST_01463,Failed,letter,Spring Collection Launch,2023-07-16,2023-07-21,2023-07-22
CAMPAIGN_02328,CUST_03348,Done,call,Personalized Offer,2024-05-19,2024-05-21,2024-05-22
CAMPAIGN_02329,CUST_02302,Done,email,New Arrivals,2023-05-30,2023-06-02,2023-06-06
CAMPAIGN_02330,CUST_02968,Failed,email,VIP Re-engagement,2023-03-03,2023-03-13,2023-03-13
CAMPAIGN_02331,CUST_02915,Done,call,New Arrivals,2024-11-06,2024-11-13,2024-11-15
CAMPAIGN_02332,CUST_03025,Done,email,VIP Re-engagement,2024-03-15,2024-03-19,2024-03-21
CAMPAIGN_02333,CUST_01292,Done,sms,Spring Collection Launch,2024-09-08,2024-09-18,2024-09-20
CAMPAIGN_02334,CUST_00488,Done,email,Loyalty Program Update,2023-12-11,2023-12-18,2023-12-22
